appeal,supreme,url
421/2019,58/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=d7c5c3af-37d0-4625-911a-2091f1a6b4f9
355/2019,49/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=5e7b1978-12ad-4b8e-a3e5-656172c6f004
590/2018,19/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=d2b48246-1946-4614-9088-8330218a02b4
596/2018,31/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=ba845885-cb9a-44ea-81f9-71de9b0d27cd
763/2018,41/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=141aa8ec-de3f-4af8-9e84-6048f64ff305
819/2018,36/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=c3f94005-b766-4dfa-abd8-ca9039e47806
416/2018,40/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=b03542ee-0041-4474-a8c9-dc72b3c33536
484/2018,25/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7ea9351f-6484-4003-9b22-73b66be28346
622/2018,38/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=efd31f78-d599-4279-aba1-ece7c7780a1b
409/2018,22/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7f1ad4e6-7126-4541-bf91-9742e4674ae2
10/2019,47/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=ddd49ded-3713-4c6e-bc04-5a3f13910c49
551/2018,21/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=506444e3-354b-4ca5-aeac-40c1ee80575c
468/2018,18/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=79a6eef8-2748-4535-b951-8e88b3aa29be
530/2018,17/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=af6a62b9-be1c-4a44-abba-de516ff10a45
332/2018,45/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=19d4164d-c670-4131-b438-ce8b3ee5c3f2
461/2019,44/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=311c643d-0986-4dae-85e3-5b1975b96105
208/2019,32/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=61f3c3d5-100e-4350-8e04-a4d99ec034cf
602/2018,27/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=1d4ec1ae-087d-48fe-9cb3-4dc50c2a8e67
575/2018,23/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=166f7297-035a-4e1e-aa7f-8ecac6efd257
549/2019,43/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=855b6888-2026-423c-9d2a-97fa7035cc20
565/2018,26/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=69de0445-0f48-4e3c-a553-4f0785fa5e5b
700/2018,33/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=56586be9-e094-4566-8744-61bcb0a45029
321/2019,29/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=6b0249de-340c-4c8c-9f34-b2049d1aba5e
482/2018,11/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=b6245df7-27db-4a54-8499-f7d542061986
281/2018,10/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=62364a8e-01d4-452a-aeb2-95b8d56a6664
302/2019,28/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=d6b8c7b4-ce4d-4ec8-afbf-64746c71d0cb
66/2019,20/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7b43b9c1-3371-4058-84f8-52826b1f8be8
349/2018,8/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=9f95316e-f4fc-4c99-8509-fab8a4cefdc7
44/2018,24/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=ea3c4aa5-3488-456f-b331-a72b0f647e40
429/2018,9/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=b0b0be23-ad26-4fe8-b431-e1df06bbf529
407/2018,5/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=bbe376db-a2fc-421f-b896-f430dd5dcbf0
408/2018,6/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=e4f76702-8f79-4b38-8a0d-44dc911004e9
377/2018,7/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7f4b8584-80d8-4fd8-a796-d82de9519d47
340/2018,3/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=60c94c57-633d-499a-b3d8-f335f22f36e8
341/2018,4/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=3c7c141b-2e6c-42c7-a41a-fae3eed38c39
61/2019,15/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=54dcdd8a-ba9e-4579-9fdc-2ea447006548
174/2018,33/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=02ebbfb4-1bac-4f25-ab65-a7e511b41ca7
400/2018,34/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=40fbd630-9bf6-4039-9632-c71541767d09
633/2018,16/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=820a94f5-60fc-478c-8cce-f4af20c45ff1
185/2018,31/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7e4a7329-245b-4856-b406-62bf78015914
445/2018,14/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=4fa0065b-c289-42b3-a60b-7bb0df91ff12
188/2018,29/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7049e82a-f012-48f8-a44f-7e88543932e2
672/2018,12/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=1b7d1002-c0a7-4cca-bd72-086752181a18
95/2018,19/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=838d1c4c-4bcd-4376-927c-5d4582a5d9a9
220/2018,27/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=b240b658-5d03-4896-94e9-115b9d9200d3
442/2018,26/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=95b9db44-6e83-4514-92da-b4fd177f1a2b
112/2018,25/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=e4180c4e-2484-434a-8a2d-8030ed7ca295
129/2018,21/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=2a9f3b81-7c37-4022-b786-e4a67db47667
424/2018,18/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=860df09c-e287-49cd-a018-f40b2fe8108e
1/2019,1/2019,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=873737c5-fa5d-4a05-ad60-4398594b38db
775/2018,32/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=4c8a490a-8540-4436-bd8e-90b413a36437
275/2018,30/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=2878e2f5-0e48-46c3-8729-25e387d4d87b
774/2018,28/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=26ad17b8-979a-44ba-9c5b-6bb49f30ebc6
306/2018,23/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=0a3bf36d-86ba-4bc0-b7c8-a2e26533e727
153/2018,22/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=7752e3e3-858e-49ac-836a-6ecbde5f5263
653/2018,20/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=8a437672-fe7d-4c61-bc7d-fef00b8f6d35
4/2018,11/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=ad7ed949-614c-41dd-a3ed-23c8938c178a
319/2018,13/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=2be4f4e9-f88c-4e98-9e3e-c4f83a7374d5
289/2018,15/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=f2aecc31-e274-4278-930d-c23f7e629e46
129/2018,7/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=ba641094-64ae-49be-9f38-f1c6fb9eaddb
189/2018,8/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=caef0d6d-d2dc-4ea4-b642-c34f451dd452
227/2018,14/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=b578bf12-b56d-4aa5-b070-12ebd9739d01
25/2018,6/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=f5fd7299-fd01-4065-863d-c27c4caa3376
6/2018,10/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=a3ebcb0d-4cdd-426a-a2b9-d1ee16b91c55
285/2018,9/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=e1a3d0f7-b79b-4958-8cfd-05af4b5c7db4
6/2018,5/2018,https://www.haestirettur.is/default.aspx?pageid=0f2f6428-7b6a-11eb-947c-005056bc0bdb&id=58996acc-c357-40a4-8b5b-4494586fa838
