supreme_case_number,supreme_case_link,appeals_case_number,appeals_case_link,source_type,verdict_date,decision_status
2024-165,https://island.is/s/haestirettur/akvardanir/d9619bc3-d7b0-4179-ac1c-75cb70a32f00,456/2023,https://island.is/domar/g-d14c8dbf-d142-4b45-a005-71c5d4e708d5,ákvörðun,24. janúar 2025,Hafnað
2024-167,https://island.is/s/haestirettur/akvardanir/ce443e6a-4914-4d5f-9bde-cd9f06eb6776,274/2023,https://island.is/domar/g-216b5d1f-1393-4533-a90c-3d2f043250b2,ákvörðun,29. janúar 2025,Samþykkt
2024-158,https://island.is/s/haestirettur/akvardanir/9a594d98-9795-4743-ab8f-677c20876bef,876/2024,https://island.is/domar/g-2db73507-e711-48b8-9ffb-3cde95b495af,ákvörðun,17. desember 2024,Hafnað
2024-174,https://island.is/s/haestirettur/akvardanir/e6d196ff-e72e-462a-a150-abf0474ce010,397/2023,https://island.is/domar/g-1b25707b-4d02-4430-bc73-0adb61d6e524,ákvörðun,21. febrúar 2025,Hafnað
2025-3,https://island.is/s/haestirettur/akvardanir/7b49d79c-a8e2-486e-a1e3-a65f8d0a37dc,351/2023,https://island.is/domar/g-81248f9e-5258-4345-a400-c960b5ddb7ca,ákvörðun,30. janúar 2025,Hafnað
2024-166,https://island.is/s/haestirettur/akvardanir/9dc91bbc-9531-4d2a-ae06-152f447a690b,879/2024,https://island.is/domar/g-1bc6864b-dcb6-4e07-9046-71fc0996d83c,ákvörðun,7. janúar 2025,Hafnað
2024-178,https://island.is/s/haestirettur/akvardanir/c609c65a-f0f9-4f35-bf3e-259a56e272b8,738/2023,https://island.is/domar/g-558af56e-abbd-4bc0-a2bf-e71834128233,ákvörðun,6. febrúar 2025,Hafnað
2024-180,https://island.is/s/haestirettur/akvardanir/629adabc-0467-4f88-94f4-3fdeb7154506,713/2023,https://island.is/domar/g-56bcbc43-eef7-46af-b016-50ab13dc16f8,ákvörðun,13. febrúar 2025,Hafnað
24/2024,https://island.is/domar/s-fb685505-5243-48de-b5d1-4200cf22e3d2,638/2022,https://island.is/domar/g-dde3ce14-5993-401b-a6eb-2d2af70d03ab,dóm,19. júní 2024,
2024-182,https://island.is/s/haestirettur/akvardanir/a8bc3f2f-966b-4057-97d0-0089a4fbaeb1,638/2022,https://island.is/domar/g-dde3ce14-5993-401b-a6eb-2d2af70d03ab,ákvörðun,21. febrúar 2025,Hafnað
2024-181,https://island.is/s/haestirettur/akvardanir/36672721-b933-43ff-951e-68a65a1a8a5a,594/2023,https://island.is/domar/g-4584f35c-33e8-443e-92e1-67525da8148d,ákvörðun,13. febrúar 2025,Samþykkt
16/2024,https://island.is/domar/s-b4bf7b4a-45b4-48b3-8d96-e45d69aa5e90,566/2022,https://island.is/domar/g-b9eab0ab-0a1e-4146-b1a4-b775063e210a,dóm,19. apríl 2024,
2024-183,https://island.is/s/haestirettur/akvardanir/04926673-ccf5-4694-8c0f-6feb3c2ac227,566/2022,https://island.is/domar/g-b9eab0ab-0a1e-4146-b1a4-b775063e210a,ákvörðun,21. mars 2025,Hafnað
2025-16,https://island.is/s/haestirettur/akvardanir/bd988c09-13b9-4983-875a-a1ac16cff31b,129/2024,https://island.is/domar/g-61519c88-4c2f-4cf8-868b-450551ee4048,ákvörðun,28. febrúar 2025,Samþykkt
2025-19,https://island.is/s/haestirettur/akvardanir/f808ab4e-e677-46ea-9da5-b3777b2e0ea1,845/2023,https://island.is/domar/g-97294879-21ae-4764-a471-882699f24bbd,ákvörðun,6. mars 2025,Samþykkt
2025-17,https://island.is/s/haestirettur/akvardanir/f32060f2-345d-48c0-8af0-1cb1ffa7c169,780/2023,https://island.is/domar/g-5f8f51c4-f7a5-405a-985d-dea6dac30fa9,ákvörðun,11. mars 2025,Hafnað
2024-184,https://island.is/s/haestirettur/akvardanir/7a625eb8-dfc7-4f7c-bed8-a9e602e8cea6,554/2023,https://island.is/domar/g-e91a9f27-47a9-4405-819c-c29b748188ee,ákvörðun,21. febrúar 2025,Hafnað
2024-179,https://island.is/s/haestirettur/akvardanir/bb33bc5a-e975-4cb1-bc0b-dcdd985075ce,802/2024,https://island.is/domar/g-a46c50c0-f402-468a-aed2-fd26f1c74542,ákvörðun,14. janúar 2025,Samþykkt
1/2025,https://island.is/domar/s-2ee639d4-e21b-4d95-aaeb-fdfce94c19d5,802/2024,https://island.is/domar/g-a46c50c0-f402-468a-aed2-fd26f1c74542,dóm,26. febrúar 2025,
2025-8,https://island.is/s/haestirettur/akvardanir/4f2b4a06-3130-4c7d-9e35-4ffd252223c4,828/2023,https://island.is/domar/g-64502c71-cc56-45d7-9f50-3b117252653d,ákvörðun,28. febrúar 2025,Hafnað
2025-13,https://island.is/s/haestirettur/akvardanir/ecb4a226-aab4-47bc-b0e9-e2b12d4510f1,772/2023,https://island.is/domar/g-cb6a38eb-216b-4373-999a-d5b48c5d50e3,ákvörðun,6. mars 2025,Hafnað
2025-12,https://island.is/s/haestirettur/akvardanir/f2afe19c-bed0-410a-8683-f7a1ad7a1281,566/2023,https://island.is/domar/g-53a0ca73-7ae3-44c2-b80d-d2ca45dcd2d0,ákvörðun,20. mars 2025,Hafnað
2025-11,https://island.is/s/haestirettur/akvardanir/91b9903d-02d3-45c2-8c99-de4587e6291e,565/2023,https://island.is/domar/g-d3859e4e-042e-4238-a678-2db208e5e885,ákvörðun,20. mars 2025,Hafnað
2025-10,https://island.is/s/haestirettur/akvardanir/8883f5e3-9071-47ec-9251-efeae33f55da,564/2023,https://island.is/domar/g-13b1bea3-30ac-4237-b16f-96d656ecd42f,ákvörðun,20. mars 2025,Hafnað
2025-9,https://island.is/s/haestirettur/akvardanir/28498aa8-52db-4acc-ad71-5e657dca91db,563/2023,https://island.is/domar/g-1e43c010-e845-4ee1-87f6-b5bf420fdf10,ákvörðun,20. mars 2025,Hafnað
2025-7,https://island.is/s/haestirettur/akvardanir/d232ae6e-22a0-4a52-b6ad-81f99d445f7c,470/2023,https://island.is/domar/g-ad459693-1180-4abf-b1c9-3e4088f87bf2,ákvörðun,11. mars 2025,Samþykkt
2025-24,https://island.is/s/haestirettur/akvardanir/36e39581-d0c0-4b90-a004-26c94a55b178,37/2024,https://island.is/domar/g-84485b02-ca1b-4ec2-bc8c-6a7f4c607ca4,ákvörðun,20. mars 2025,Hafnað
2025-36,https://island.is/s/haestirettur/akvardanir/1333ba1d-1ecf-48f4-94b7-b52733455c35,190/2024,https://island.is/domar/g-2752e98e-06c0-4ce8-b638-fb949416f3d1,ákvörðun,31. mars 2025,Hafnað
2025-14,https://island.is/s/haestirettur/akvardanir/13b28e98-d981-4d29-ac90-9e7eba232edc,737/2023,https://island.is/domar/g-476bbfbc-cb9a-499b-a567-6ccce0b62d32,ákvörðun,12. mars 2025,Hafnað
2025-22,https://island.is/s/haestirettur/akvardanir/e471b691-e38b-4c81-809d-bcc07e45cfb0,680/2023,https://island.is/domar/g-311497ae-6e72-4208-b735-7e6f5a648cb4,ákvörðun,20. mars 2025,Hafnað
2023-134,https://island.is/s/haestirettur/akvardanir/375121cf-5d1f-439d-8725-d63b0e8a45fc,418/2022,https://island.is/domar/g-03f7147f-73af-4c3e-b27b-1a11c017011c,ákvörðun,15. janúar 2024,Samþykkt
4/2024,https://island.is/domar/s-a163c4fc-bb91-45dd-b098-923e2552c103,418/2022,https://island.is/domar/g-03f7147f-73af-4c3e-b27b-1a11c017011c,dóm,19. júní 2024,
2025-21,https://island.is/s/haestirettur/akvardanir/b2ffc07a-90b0-48f0-ae1a-38ed2bcad80d,277/2024,https://island.is/domar/g-06b43111-5ac3-4b99-bc79-77ee20a27cb5,ákvörðun,6. mars 2025,Samþykkt
2025-1,https://island.is/s/haestirettur/akvardanir/557976db-b33d-41d6-ae3a-a34e363680df,913/2024,https://island.is/domar/g-acc5c55d-d678-4452-acd6-3136ca5abeb2,ákvörðun,30. janúar 2025,Hafnað
2025-26,https://island.is/s/haestirettur/akvardanir/058d0145-3724-49fa-8214-39cba158baca,847/2023,https://island.is/domar/g-c5e4a888-0f7b-4c61-8266-aa3a3daf010f,ákvörðun,20. mars 2025,Hafnað
2025-31,https://island.is/s/haestirettur/akvardanir/b593a01a-5035-4a20-9c14-0e2297d4a7a8,786/2023,https://island.is/domar/g-2f21435a-6e17-4110-b44b-8af71481d2a7,ákvörðun,1. apríl 2025,Samþykkt
2025-28,https://island.is/s/haestirettur/akvardanir/90352679-5f27-4fd4-83da-163fa2036655,786/2023,https://island.is/domar/g-2f21435a-6e17-4110-b44b-8af71481d2a7,ákvörðun,1. apríl 2025,Samþykkt
2025-30,https://island.is/s/haestirettur/akvardanir/4fdb1d15-eb25-4272-8aab-bc704215fd0f,785/2023,https://island.is/domar/g-7380e20c-02f0-45c1-baa1-200b2da939be,ákvörðun,1. apríl 2025,Samþykkt
2025-27,https://island.is/s/haestirettur/akvardanir/6d38858c-d6ee-47af-a55c-e2c6d66b42fe,785/2023,https://island.is/domar/g-7380e20c-02f0-45c1-baa1-200b2da939be,ákvörðun,1. apríl 2025,Samþykkt
2025-64,https://island.is/s/haestirettur/akvardanir/ba757fc3-8d80-4349-8d39-4b39c9f03383,201/2024,https://island.is/domar/g-18bacf8b-2f78-4884-a054-545e9b058fbf,ákvörðun,13. maí 2025,Hafnað
2025-23,https://island.is/s/haestirettur/akvardanir/f054d2fc-dbcb-429c-a017-f18fb26ab204,1003/2024,https://island.is/domar/g-f8f615f9-1527-423d-b4ab-52c6c515aa8c,ákvörðun,20. mars 2025,Hafnað
2025-34,https://island.is/s/haestirettur/akvardanir/8efe9538-bb2b-46ba-b475-7ff897c8c9ec,844/2023,https://island.is/domar/g-58db46e6-1726-4857-b2ac-23585a1bbdf1,ákvörðun,25. apríl 2025,Hafnað
2025-47,https://island.is/s/haestirettur/akvardanir/18e305fd-a9aa-4a7f-b32e-d67768fd676b,639/2024,https://island.is/domar/g-05b290f5-79d5-4beb-913f-fb6a7b5875ab,ákvörðun,1. apríl 2025,Hafnað
2025-33,https://island.is/s/haestirettur/akvardanir/430375e1-8b10-478e-bc9d-57a34c1a7287,549/2023,https://island.is/domar/g-8cce8a71-f4e2-4470-aa02-beb0d86a8f65,ákvörðun,4. apríl 2025,Hafnað
2025-29,https://island.is/s/haestirettur/akvardanir/443a035a-8179-4cf6-9ae9-5fbda177bf39,12/2024,https://island.is/domar/g-88c4a78d-d8ba-4830-b4b0-5a81e96b2716,ákvörðun,28. mars 2025,Hafnað
2025-25,https://island.is/s/haestirettur/akvardanir/34ad2b12-029c-4a77-aa0d-b26e2aceb8f6,988/2024,https://island.is/domar/g-f0a60f03-84be-4313-bb8a-13986a6fbf8a,ákvörðun,1. apríl 2025,Samþykkt
22/2025,https://island.is/domar/s-c37de763-7fd5-40c9-8353-202dd4d487f2,988/2024,https://island.is/domar/g-f0a60f03-84be-4313-bb8a-13986a6fbf8a,dóm,21. maí 2025,
2025-32,https://island.is/s/haestirettur/akvardanir/1fbf427e-1a04-4a61-8a14-a2538db66307,99/2022,https://island.is/domar/g-08794cbe-c9d2-4609-8985-546d9a2d37e9,ákvörðun,10. apríl 2025,Samþykkt
2025-37,https://island.is/s/haestirettur/akvardanir/c0f941fe-2f17-402d-8058-ada9675f0b1d,911/2023,https://island.is/domar/g-4a4825f7-b151-4616-a920-0a6b74d572fa,ákvörðun,25. apríl 2025,Hafnað
2025-41,https://island.is/s/haestirettur/akvardanir/c1183983-5919-48ef-8979-caa9ecb5ae82,759/2023,https://island.is/domar/g-21a15672-aa81-4688-ae78-b2d207bec3d7,ákvörðun,25. apríl 2025,Hafnað
2025-40,https://island.is/s/haestirettur/akvardanir/501b4d20-9ac4-4e8e-a7c2-0a20ec7742b1,429/2023,https://island.is/domar/g-f8a59ddb-be0f-4bb5-ab65-646a55498b4b,ákvörðun,10. apríl 2025,Samþykkt
2025-38,https://island.is/s/haestirettur/akvardanir/09307eab-7587-4ed5-8e78-20deae10b2d1,333/2023,https://island.is/domar/g-139497b4-3420-41bf-b8b2-8621d690c17c,ákvörðun,10. apríl 2025,Samþykkt
2025-46,https://island.is/s/haestirettur/akvardanir/66784327-a041-4c69-a8a8-6a89b40fa195,848/2023,https://island.is/domar/g-985b14c4-881f-428b-9b95-14fdb48e4493,ákvörðun,13. maí 2025,Samþykkt
2025-63,https://island.is/s/haestirettur/akvardanir/a30c8191-150c-4a4e-ae9f-c2bc5bd847b0,669/2024,https://island.is/domar/g-057aceb9-52f7-409a-a7d3-366186ffc51f,ákvörðun,22. maí 2025,Samþykkt
2025-49,https://island.is/s/haestirettur/akvardanir/87b24bee-26f7-4946-bba3-bef1988cfc01,535/2023,https://island.is/domar/g-dbb3df4d-c1fd-4661-b6ed-db54e88a161e,ákvörðun,13. maí 2025,Samþykkt
13/2025,https://island.is/domar/s-0cf0e485-ab27-4913-a1b8-5b3000447f26,50/2024,https://island.is/domar/g-a2dcd1ae-26bc-4ac3-a48d-0538ed9c7e6c,dóm,31. mars 2025,
2025-48,https://island.is/s/haestirettur/akvardanir/975baf97-410c-4ca3-96dd-83987c54b82a,402/2023,https://island.is/domar/g-5217919f-8326-4670-a745-9b19cc864060,ákvörðun,13. maí 2025,Hafnað
2025-66,https://island.is/s/haestirettur/akvardanir/170d5209-df93-4f39-90b1-7bb31dbe6ff4,40/2024,https://island.is/domar/g-ee035229-aaae-40f5-bdd7-e09b14367712,ákvörðun,19. júní 2025,Samþykkt
38/2024,https://island.is/domar/s-6ff71742-d630-4ec2-a06c-049b8f99c0c8,306/2024,https://island.is/domar/g-24d5b9aa-b417-455b-bd73-4a9188219bc2,dóm,11. september 2024,
2025-35,https://island.is/s/haestirettur/akvardanir/f5dadba4-dd8c-43ab-87b8-e95a9401271b,1010/2024,https://island.is/domar/g-24505d01-ce96-41b1-aefc-5c1b3d8964a6,ákvörðun,8. maí 2025,Hafnað
2025-42,https://island.is/s/haestirettur/akvardanir/700ae701-ea50-4fbb-957c-cb2464c1df7d,93/2025,https://island.is/domar/g-2dde8dba-8ffb-497b-a532-2ebd3d7ab63b,ákvörðun,10. apríl 2025,Hafnað
2025-44,https://island.is/s/haestirettur/akvardanir/7aa78d94-ff5b-462f-9fbd-cd53fd248465,846/2023,https://island.is/domar/g-1c8df30e-af2a-4805-ad25-ccd0adf53e13,ákvörðun,8. maí 2025,Hafnað
2025-70,https://island.is/s/haestirettur/akvardanir/8492c667-9eb1-4b98-a8c9-66d6dbecf925,75/2024,https://island.is/domar/g-911f5157-2188-4469-a0dc-c7ded8fcff7b,ákvörðun,22. maí 2025,Hafnað
2025-52,https://island.is/s/haestirettur/akvardanir/80ce2d2f-e42f-4104-a828-a5b60498ace9,57/2024,https://island.is/domar/g-b2be9da9-450b-4821-a5cf-8edcedc6e21d,ákvörðun,22. maí 2025,Hafnað
2025-43,https://island.is/s/haestirettur/akvardanir/f9dbde88-5d55-41f3-b7dc-7dbd7fb0753c,67/2025,https://island.is/domar/g-5e913a35-f4f7-4f0c-be65-ec845c0c25fe,ákvörðun,23. apríl 2025,Samþykkt
26/2025,https://island.is/domar/s-8cc3b6a9-21e6-4c49-be0c-efa4e06ef1d2,67/2025,https://island.is/domar/g-5e913a35-f4f7-4f0c-be65-ec845c0c25fe,dóm,15. maí 2025,
2025-45,https://island.is/s/haestirettur/akvardanir/4f797f60-548a-4715-bdcb-6ca9162d2150,6/2025,https://island.is/domar/g-d79d39fd-b2d0-4d5e-ae28-090942de56cc,ákvörðun,25. apríl 2025,Hafnað
2025-59,https://island.is/s/haestirettur/akvardanir/a2f38654-362a-46af-8e3d-300a38b07c0b,878/2023,https://island.is/domar/g-153fa48c-68e9-4985-a0fa-dc67abba9433,ákvörðun,22. maí 2025,Hafnað
2025-58,https://island.is/s/haestirettur/akvardanir/e60dca3e-61c5-481b-91b8-5391b58867fe,839/2023,https://island.is/domar/g-3ac244ca-29b2-4c53-bb77-4f2503ba9940,ákvörðun,22. maí 2025,Hafnað
2025-56,https://island.is/s/haestirettur/akvardanir/4ea88970-ed7a-48eb-a8a5-7d4d5534630c,655/2023,https://island.is/domar/g-4a82d973-23d6-4c36-8ce2-e91fa17d2cfd,ákvörðun,22. maí 2025,Hafnað
2024-123,https://island.is/s/haestirettur/akvardanir/29816d74-e0d0-489d-b599-1e9d721ba587,334/2024,https://island.is/domar/g-32ff6085-e475-48b0-be80-82814efd21f8,ákvörðun,22. nóvember 2024,Samþykkt
51/2024,https://island.is/domar/s-ba864db9-e826-4781-aa37-9b45dba99601,334/2024,https://island.is/domar/g-32ff6085-e475-48b0-be80-82814efd21f8,dóm,9. desember 2024,
2025-60,https://island.is/s/haestirettur/akvardanir/7f1f4451-149f-491b-b3de-13cfc7596f92,334/2024,https://island.is/domar/g-32ff6085-e475-48b0-be80-82814efd21f8,ákvörðun,5. júní 2025,Hafnað
2025-61,https://island.is/s/haestirettur/akvardanir/aee67480-09e0-4148-a897-d1d340e431d5,324/2024,https://island.is/domar/g-aacfc454-1ca5-445a-bca7-36f99aa92966,ákvörðun,13. maí 2025,Samþykkt
17/2025,https://island.is/domar/s-95b45719-a5bb-49b7-838f-282df405d51f,169/2024,https://island.is/domar/g-f735a41e-427b-4387-8e0b-a962e4af92c1,dóm,9. apríl 2025,
2025-62,https://island.is/s/haestirettur/akvardanir/6a7677eb-4eac-4fb9-ba1c-df35050d4b71,143/2024,https://island.is/domar/g-005570bd-2527-4687-bfca-25b65a7547c5,ákvörðun,22. maí 2025,Hafnað
2025-74,https://island.is/s/haestirettur/akvardanir/b1516a69-3dd3-45c8-881d-751810fb99ea,123/2024,https://island.is/domar/g-bf23b523-b7b1-4948-90c9-a65de5457591,ákvörðun,5. júní 2025,Samþykkt
2025-51,https://island.is/s/haestirettur/akvardanir/3952a6cc-9b53-4529-ba78-094e92037f55,5/2025,https://island.is/domar/g-9d64ad14-e233-4cb6-8b63-41a63177c63a,ákvörðun,13. maí 2025,Hafnað
2025-68,https://island.is/s/haestirettur/akvardanir/d27b965a-cceb-47c5-8fdd-7df4ec2b4648,96/2024,https://island.is/domar/g-38dc2135-912c-4a30-b7e5-2443c88324bc,ákvörðun,22. maí 2025,Samþykkt
2025-67,https://island.is/s/haestirettur/akvardanir/55e13d02-2d8e-4c51-a686-ab8f6b97b532,93/2024,https://island.is/domar/g-524abd2c-6c79-4266-8a61-b62f6766cba3,ákvörðun,22. maí 2025,Hafnað
2025-50,https://island.is/s/haestirettur/akvardanir/5f0213b7-7578-4605-b16c-d1b64d527ee7,533/2023,https://island.is/domar/g-d19bf356-79c9-4ac5-9704-7082ea4fb7da,ákvörðun,13. maí 2025,Hafnað
2025-69,https://island.is/s/haestirettur/akvardanir/5bf3794b-a330-433c-b2fe-84ba6b5cd971,46/2024,https://island.is/domar/g-fd308f1f-a4c5-481f-b100-5894d34b4346,ákvörðun,22. maí 2025,Hafnað
2025-65,https://island.is/s/haestirettur/akvardanir/2e6896ca-39e4-485e-a832-dd61ab4c51b6,18/2024,https://island.is/domar/g-2ca51fe6-009f-4b80-ab19-e69c41170ef0,ákvörðun,22. maí 2025,Hafnað
2025-55,https://island.is/s/haestirettur/akvardanir/9aabb7fe-27dc-49c7-a3c9-bf0f070aba31,973/2024,https://island.is/domar/g-30c3683d-f84f-4941-8c46-582b8c4c7c40,ákvörðun,13. maí 2025,Hafnað
2025-54,https://island.is/s/haestirettur/akvardanir/83c76956-b10e-48bc-b62c-75b219836b9e,972/2024,https://island.is/domar/g-279321b9-903d-4c46-9388-a4d86e53edce,ákvörðun,13. maí 2025,Hafnað
2025-57,https://island.is/s/haestirettur/akvardanir/3a48a60c-ee42-4adc-b1a2-85d2ec4c71f2,947/2024,https://island.is/domar/g-6de4e9f4-3181-4de1-ab81-95ea4a5ed66b,ákvörðun,13. maí 2025,Hafnað
2025-72,https://island.is/s/haestirettur/akvardanir/0e1a071e-8571-49a3-8e3c-52a8c80acefa,615/2023,https://island.is/domar/g-7a612821-40f7-40c3-96e5-5520540e6238,ákvörðun,24. júní 2025,Samþykkt
2025-77,https://island.is/s/haestirettur/akvardanir/77f429a2-8eb4-4ea3-b547-72e3a4aabcdb,338/2023,https://island.is/domar/g-8bc0a874-80e8-494d-9f1f-9743dcba7391,ákvörðun,25. júní 2025,Hafnað
2025-73,https://island.is/s/haestirettur/akvardanir/09218100-1b2d-4f3c-9618-974e19a5cec1,162/2024,https://island.is/domar/g-1b484642-4d4e-451e-89ed-df03fcd7be00,ákvörðun,24. júní 2025,Hafnað
2025-80,https://island.is/s/haestirettur/akvardanir/01f5cf90-63f6-4179-9781-3082ca1f0db4,904/2023,https://island.is/domar/g-cba06120-ca17-43b3-828b-71e35dfd22f1,ákvörðun,24. júní 2025,Hafnað
2025-81,https://island.is/s/haestirettur/akvardanir/5eaa7d4f-28c1-406c-8252-b228ee6f7175,157/2024,https://island.is/domar/g-1f49111f-ee11-4145-934d-1dfdc0e77675,ákvörðun,24. júní 2025,Hafnað
2025-82,https://island.is/s/haestirettur/akvardanir/7343e842-7cd9-4f30-b35e-45b07b9aa646,112/2024,https://island.is/domar/g-4678914e-86c3-49cf-bcf3-747508639ac3,ákvörðun,25. júní 2025,Hafnað
2025-84,https://island.is/s/haestirettur/akvardanir/f4e138a8-3e84-4d86-a0e3-eb97c79dbb27,513/2023,https://island.is/domar/g-a7ec17ea-7c44-401f-8abb-4664a3e7b038,ákvörðun,24. júní 2025,Hafnað
2025-92,https://island.is/s/haestirettur/akvardanir/c74de9e8-5a1d-4bce-8d48-c6d113d6b2ad,41/2024,https://island.is/domar/g-247c165a-7f52-4b8d-a12d-9237037bd58d,ákvörðun,25. júní 2025,Hafnað
2025-86,https://island.is/s/haestirettur/akvardanir/ab90aba0-fa6d-4df5-aad8-570e469c046a,239/2024,https://island.is/domar/g-de33a7b4-7e75-482e-86b4-50cd4a21bacc,ákvörðun,25. júní 2025,Hafnað
2025-91,https://island.is/s/haestirettur/akvardanir/0156f7e7-4169-45a9-a8fe-e8265bb88685,139/2024,https://island.is/domar/g-093e3bf1-ad70-4c1d-93ac-9712874c71e3,ákvörðun,25. júní 2025,Hafnað
2025-87,https://island.is/s/haestirettur/akvardanir/fd31db07-8a4b-4eb4-bff5-d863c83afc25,37/2025,https://island.is/domar/g-30378766-4c1e-4be0-8056-a1370249508e,ákvörðun,24. júní 2025,Hafnað
2025-88,https://island.is/s/haestirettur/akvardanir/68117de9-ab58-40be-9e0d-4ce39f6c9415,198/2025,https://island.is/domar/g-d1cf2a90-cb4a-4d0d-a4ab-e81aaa756487,ákvörðun,24. júní 2025,Hafnað
2025-89,https://island.is/s/haestirettur/akvardanir/6243f92a-fdc6-4ed7-b287-033471dcbef5,116/2025,https://island.is/domar/g-9e06133a-51fe-4122-9b6b-e80c671a48bd,ákvörðun,5. júní 2025,Hafnað
2025-94,https://island.is/s/haestirettur/akvardanir/39eefec9-695e-4f03-ba8e-7954ea7cfdac,98/2024,https://island.is/domar/g-c2343edc-078e-48c4-891a-0c67434ee2f6,ákvörðun,26. júní 2025,Samþykkt
2025-116,https://island.is/s/haestirettur/akvardanir/18e9c25a-0b2a-4250-b5aa-aaf29c5b2fab,867/2023,https://island.is/domar/g-a8c049e1-9dbb-4ff5-b677-cd18eeb10315,ákvörðun,1. júlí 2025,Samþykkt
2025-100,https://island.is/s/haestirettur/akvardanir/51baa894-385c-431f-b48f-710337fa88ea,701/2024,https://island.is/domar/g-834f42ee-b68b-482d-97c5-29b7ec2bf6b5,ákvörðun,1. júlí 2025,Hafnað
2025-98,https://island.is/s/haestirettur/akvardanir/1c62fd5e-9eb0-45da-8b08-22041847cca2,281/2024,https://island.is/domar/g-3a5735af-0334-450a-aa93-760d524f400d,ákvörðun,3. júlí 2025,Hafnað
2025-95,https://island.is/s/haestirettur/akvardanir/f94bfdf0-9c2d-4871-8c99-100ebef84f4b,234/2024,https://island.is/domar/g-cbefed16-86b7-4d38-8c1a-17023cd67289,ákvörðun,1. júlí 2025,Samþykkt
2025-99,https://island.is/s/haestirettur/akvardanir/0218fd5c-1598-4026-9547-cc6ecd592830,203/2024,https://island.is/domar/g-9e4f5350-9d1b-4d63-97d2-363116c1628e,ákvörðun,3. júlí 2025,Hafnað
2025-78,https://island.is/s/haestirettur/akvardanir/409d998d-5437-40e3-a7a7-f6b1905d638f,197/2024,https://island.is/domar/g-adf271b9-574f-4c8d-a59a-d562ceae09d1,ákvörðun,24. júní 2025,Samþykkt
2025-83,https://island.is/s/haestirettur/akvardanir/3e5468d9-1a18-42f0-87c7-5450200a6c22,179/2025,https://island.is/domar/g-dcd0ef2d-6461-4c7e-9cbc-0474cbd1e560,ákvörðun,24. júní 2025,Hafnað
2025-85,https://island.is/s/haestirettur/akvardanir/bee14fc0-170b-4070-93d5-0ec86b737c6f,108/2025,https://island.is/domar/g-a473b87b-98ff-4750-8590-8f833900a6f7,ákvörðun,5. júní 2025,Hafnað
2025-90,https://island.is/s/haestirettur/akvardanir/5398253d-9dc2-4921-a575-1a66c3d43589,59/2025,https://island.is/domar/g-e9bede93-ce54-4b8b-9bd9-eec9272b2c4d,ákvörðun,5. júní 2025,Hafnað
2025-103,https://island.is/s/haestirettur/akvardanir/2f36d239-2768-46bb-bc71-356ff67f6aa6,327/2024,https://island.is/domar/g-70a81005-10ff-4774-9476-eaf9b168c89c,ákvörðun,1. júlí 2025,Hafnað
2025-107,https://island.is/s/haestirettur/akvardanir/73de5bc4-0b60-48fe-8f89-cf3322dcb0a5,28/2024,https://island.is/domar/g-5316af7a-0528-4dbb-a370-7f262eb4e2cb,ákvörðun,4. júlí 2025,Hafnað
2025-102,https://island.is/s/haestirettur/akvardanir/14dc55cf-5f93-46e0-b620-bab5eff3e79a,240/2025,https://island.is/domar/g-2d3ef8ce-caeb-4c4b-8c13-adfb2cc0fdb2,ákvörðun,3. júlí 2025,Hafnað
2025-104,https://island.is/s/haestirettur/akvardanir/75fb3073-ab0e-4be8-9d76-cc43b24aab7c,76/2025,https://island.is/domar/g-137dc2e3-8ee9-455a-b16c-75d9a98c24db,ákvörðun,26. júní 2025,Samþykkt
38/2025,https://island.is/domar/s-b7ed1083-79d7-4684-b069-3bf420050483,76/2025,https://island.is/domar/g-137dc2e3-8ee9-455a-b16c-75d9a98c24db,dóm,3. júlí 2025,
2025-105,https://island.is/s/haestirettur/akvardanir/e5145cdc-d206-4d7a-a8f7-2c5e87929ea8,302/2025,https://island.is/domar/g-3caf6f90-f8cb-4803-a6ca-59b063115203,ákvörðun,27. júní 2025,Hafnað
2025-106,https://island.is/s/haestirettur/akvardanir/65b615fe-97c6-4451-9ee3-2ce4c8f86ccb,317/2025,https://island.is/domar/g-08a16f9b-f5cc-4988-9d6f-512f7739a55d,ákvörðun,27. júní 2025,Samþykkt
40/2025,https://island.is/domar/s-484b0c74-399b-4487-aa4f-b22753f901a6,317/2025,https://island.is/domar/g-08a16f9b-f5cc-4988-9d6f-512f7739a55d,dóm,9. júlí 2025,
2025-110,https://island.is/s/haestirettur/akvardanir/93236edc-97a0-4b8a-9dda-45e5ab07be41,238/2024,https://island.is/domar/g-ac120fe8-3e05-4b90-988e-7c5b3aa3b9f8,ákvörðun,9. júlí 2025,Hafnað
2025-113,https://island.is/s/haestirettur/akvardanir/d1ba498c-956f-4ee5-8e17-3a46d19c1c4b,195/2024,https://island.is/domar/g-2187b554-f08b-47a0-bbb2-743fe008a706,ákvörðun,21. ágúst 2025,Hafnað
2025-111,https://island.is/s/haestirettur/akvardanir/9755ac5b-1d55-4d94-a355-4b4c338050c2,194/2024,https://island.is/domar/g-2428c1d8-8e26-4120-bfe6-644d31e8ba89,ákvörðun,21. ágúst 2025,Hafnað
